id,title,author,text,label
370,Repoll ordered in four local levels of Bajhang, Himalayan News Service,"As many as four local levels in Bajhang have decided not to start counting of votes.Jayaprithvi Municipality, Chhabishpathibhara Rural Municipality, Surma Rural Municipality and Kedarsyun Rural Municipality have shown disapproval over the elections and postponed counting. There will be a repolling in these local levels.In Chhabishpathibhara RM-6, CPN-UML demanded repolling saying that its candidate was hit and polling was conducted, manipulated in singular manner.Similarly, in Jayaprithvi Municipality-7, members of Maoist Centre apparently tried to take hold of the ballot box which led to a clash and hence the polling was suspended, Chief of Election Commission, Bishnu Prasad Awasthi, said.Another fight broke out in Kedarsyun RM-4 after a relative of a candidate was accused of giving a forged vote.Meanwhile, CPN-UML and Nepali Congress members clashed with each other in Surma RM-2 and 3 causing disruption in polling and hence, counting will only begin after repolling, Vice-chair of the RM and CPN-UML candidate Mata Bohara shared.",0
371,"4,000 employees being deployed for election", Himalayan News Service,"More than 4,000 employees are being deployed in all 13 municipalities of Kailali district for the upcoming May 13 local level election.Polling officers and assistant polling officers are being deployed for 619 polling stations in all 236 polling stations of the district.A polling station with 500 voters will have one support staff while two support staff will be deployed in a polling station with more than 500 voters. An office assistant is being deployed in all polling stations.Chief Returning Officer Jayananda Paneru said that those being mobilized included civil servants and employees of government-owned enterprises. Necessary training is being conducted for the election staff.",0
372,"One policeman injured in clash between NC, CPN(US) cadres in Bajura", Prakash Singh,"A clash erupted between cadres of Nepali Congress and Communist Party of Nepal (Unified Socialists) after NC cadres accused the latter of striking a dog, in Budinanda Municipality-9 of Bajura on Friday.As it appears, NC cadres started pelting stones at the US-cadres accusing them of animal cruelty, Information Officer of District Police Office Bajura, Police Inspector Bindra Bogati informed.The Congress members further accused Nepal Police personnel of defending CPN (US) cadres who had reached police station afterwards, and began rioting.Police had to fire warning shots in the air to bring the situation under control.In the chaos, one policeman was injured, Bogati shared.The situation, however, has not yet settled down in Bajura, it has been reported.",0
373,Anti-typhoid vaccination drive in Bajura, Prakash Singh,"Health authorities in Bajura are preparing to run a vaccination drive against typhoid.According to District Health Office chief Dayakrishna Panta, the vaccination drive in the district will run from April 17 to 21 as per the 24-day nationwide vaccination campaign from April 8 to May 1.""As per the campaign, 59,038 children aged 15 months to 15 years in the district will be vaccinated,"" Panta said, adding that preparations to select and train manpower for the vaccination drive and to run vaccination centres had finished.Bajura Health Office information officer Mahesh Chanda said once the drive is over the vaccine will be also adopted as a regular vaccine. ""After the vaccination drive is over, the vaccine will be adopted as a regular vaccine, meaning every child, upon attaining 15 months, will be given this vaccine,"" he said.For the vaccination drive, some 348 vaccination centres have been set up at various health facilities and schools.Some 348 health workers and 676 volunteers will be mobilised.As per ,data over the past five years, 450,000 people suffered from typhoid on average every year.",0
374,"Bajura locals welcome health insurance campaign, but facility far from realisation", Prakash Singh,"Locals in Bajura were elated when the Insurance Board initiated health insurance campaign here  making Kolti Primary Health Centre a major service point in compliance with Health Insurance Act 2017 (2074) and National Health Policy 2019 (2076) in May 15, 2019.However, the service is far from being realised.The campaign had selected District Hospital in Martadi for five local levels in Bajura and Kolti Primary Health Centre for four of the local levels in northeast side of the district to begin its services.The facility, if actualized, would have given external services, emergency services, internal services, diagnostic services, surgical facility and provided medicines listed as free of cost.Many locals had participated in the insurance campaign in hope that they would be given concession while getting treated for complicated diseases. However, they have not received any of the enlisted facilities, yet.This has greatly demotivated them and hence many have not cared to renew the insurance.The inefficiency of services in Kolti Primary Health Centre, as such, has failed people in Budinanda Municipality, Himali Rural Municipality, Swamikartik Rural Municipality and Jagannath Rural Municipality from receiving needed assistance.According to Janak Saud, Coordinator of Sudurpashchim Health Insurance, health workers of Kolti Primary Health Centre had also been provided special training for the operation of this service.However, due to weakness of local government, the operation is still not coming through, she shared.",0
375,Relief materials distributed to COVID-hit impoverished families, Prakash Singh,"Food materials were distributed to 95 families of Rudi village at Swamikhapar Rural Municipality in Bajura today. Nepal Rising and Engage Nepal have provided financial support for the same.Rural municipality Information Officer Kuber Shahi said rice, pulses, cooking oil, soaps, and masks, among other materials, were distributed among the impoverished and families affected  COVID-19.Vice-chair at Nepal Rising Rajesh Shrestha said the materials were distributed to people suffering from acute food crisis.A news report on the shortage of food in the village was published in this daily. Locals looked elated after receiving the food materials.People in the village were hit  food crisis. The pandemic had also added to their woes.Gorakh BK, a local, said the villagers were relieved .The malnutrition rate among the children and mothers of the Golden Thousand Day scheme has also been increasing in the village. A local teacher Dan Bahadur Dhami said children, pregnant women, new mothers, among others, were suffering from malnutrition.He added that the malnutrition rate had increased in the past eight years in the village.",0
376,"Strike partially affects Sudur Pashchim, two injured in clash", Prakash Singh,"The effect of general strike called  fringe communist parties is being observed partially in Sudur Pashchim Province, today.Six parties including Netra Bikram Chand (Biplav)-led Communist Party of Nepal (CPN), and other politicall parties led  Mohan Vaidya, Rishi Katel, Bishwabhakta Dulal aka 'Aahuti' led Baigyanik Samajbadi Communist Party, Karnajit-led CPN Maoist Centre Samajbadi and Chandra Prakash Gajurel led Deshbhakt Janaganatantrik Morcha had declared the strike on Monday rejecting the decision of Parliament to ratify Millennium Challenge Corporation compact.Public vehicles using long-distance as well as short distance routes have not operated due to the strike in Sudur Pashchim, causing stress among locals. Meanwhile, minimum numbers of private vehicles were seen on the road.Partial effect has been observed in the major cities of the Province such as Dhangadhi, Dadheldhura, Mahendranagar, Dipayal.Security forces have been deployed in main areas in Kailali to avoid any incidents, Spokesperson of the District Police Office Kailai, Deputy Superintendent of Police Bed Prakash Joshi.Similarly, in Mahendranagar, police have also come into action, baton charging cadres of Biplav-led CPN party, leaving two injured.Youths Dipendra Giri and Harish Aeri, both close to Biplav's patty, were injured in action, Chair of All Nepal Revolutionary-Centre, Birendra Shah informed.He shared that the two are receiving treatment in Mahakali Hospital.Spokesperson of District Police Office Kanchanpur, Police Inspector Lal Bahadur Bam said that security measures have been heightened in the area in a bid to avoid any untoward incident.",0
377,Normalcy returns to Sudurpaschim, Prakash Singh,"Life has returned to normalcy following a steep decline in COVID-19 infections in Sudurpaschim Province in the past three weeks.Offices have started providing service on a regular basis, while people have resumed their regular activities without fear.Kusum Chaudhary, a health worker, said almost everything has become normal after the decline in the COVID-19 infection.""There is no fear of coronavirus,"" he said.Daily activities were badly affected in different offices after staffers were infected  the virus some three weeks ago.Administrative work and transportation service, among others, were also disrupted following the same. Service-seekers have also increased in the office of late.The number of active COVID cases have also started decreasing in the province. According to the Provincial Health Directorate, the number of active COVID cases in the province is 1,298. Earlier, the number of active cases had reached 4,500 with the surge in third wave of the contagion.As many as 701 persons have been infected with the virus in Kailali, 253 in Kanchanpur and 115 in Baitadi. According to the directorate, there are as many as 85 active cases in Bajura, 63 in Dadeldhura, 25 in Darchula, 23 in Achham, 20 in Bajhang, and 13 in Doti. The death rate has not reached zero even though the infection is decreasing.",0
378,Snow disrupts road transportation, Prakash Singh,"As the snow is far from melting even after a week, the same has created problems in resuming the transportation service on the Martadi-Kolti road section. Road transportation was disrupted after heavy snowfall blocked around 9-km stretch in Pokharelekh.According to local Madan BK, even movements of people on foot trails in the region has been difficult as the trails too are blocked  snow. Transportation operators have complained about the lack of initiative from any authorities to clear the snow from the road, adding the situation had made road transportation really risky. It is really difficult to negotiate the road clogged with snow and mud, and as few vehicles are ready to operate taking the risk, it affects people. Mostly affected from the disruption of transportation service are some four local levels of Bajura and Mugu and Humla.Locals in Kolti have said they are already started facing shortage of daily necessities. In case of patients required to be taken out to Martadi and elsewhere from Kolti, the condition of the road has been a real headache.According to Omjung Shahi of Kolti Primary Health Centre, people are bound to splash out a huge amount on flights. ""Those who have deep pockets, they can afford to fly on planes and choppers, but the poor have no options as the road is yet to be fully operational,"" he said.",0
379,Over 300 households in Bajura linked to national power grid, Prakash Singh,"More than 300 households in Bajura's Khaptad Chhededaha Rural Municipality have been linked to the national power grid.According to Nepali Congress youth leader Tal Bahadur Rawat, 350 households in Lamgaun and Budhabada of Khaptad Chhededaha Rural Municipality-7 have been linked with the national power grid.With their homes connected with electricity, residents in the villages are happy and have celebrated the moment.

",0
380,"Heavy snowfall hits life in Karnali, Sudurpaschim", Prakash Singh,"Hilly and mountainous districts have been receiving heavy rainfall in Karnali and Sudurpaschim provinces since last evening. Freezing cold triggered  heavy snowfall has thrown normal life out of gear.Incessant snow has obstructed highways and roads in hilly districts of Sudurpaschim Province. Heavy snow has obstructed the Bhimdatta Highway in Dadeldhura, Jayaprithivi Highway that connects Baitadi with Bajhang and Bajura's Martadi Kolti road. Snowfall has halted people's movement and disrupted telecommunication service in some districts.Incessant snowfall has caused the mercury level to nosedive. Excessive cold has hit life hard at Bajura's Martdai, Mugu's Gamgadhi, Bajhang's Chainpur and Humla's Simikot, among other places. ""Bone-chilling cold has thrown normal life out of gear,"" said District Administration Office, Bajura. Snowfall has disrupted flights from Nepalgunj to Bajura, Humla, Dolpa, Mugu. Likewise, flights from Dhangadi to hilly districts have also been cancelled. ""All flights to Bajura, Achham, Bajhang, Baitadi from Dhangadhi have been cancelled,"" said Dhangadi Airport.Four local levels in Bajura, Humla, Mugu, Bajhang, Darchula and some other hilly and mountainous districts have become contactless.Lack of charge on solar batteries installed on telecom towers has disrupted telecommunication service in the hilly districts, said Nepal Telecom Bajura Office. Disruption in telephone line and internet services has affected works of many people.The extreme cold has forced people to migrate to lowlands from highlands of Bajhang and Darchula.Freezing cold has affected the second phase of COVID vaccination drive at schools in Bajura. Patients of cold, fever and common cold have gone up due to bone-chilling cold in Karnali's Humla, Mugu, Jumla and Kalikot.",0
381,Tourism masterplan in Bajura prioritises unique heritages, Prakash Singh,"Badimalika Municipality in Bajura district has prepared a Municipality-level Tourism Masterplan for promotion of tourist destinations.The municipality stated that an integrated development plan had been brought for construction of tourism infrastructure  incorporating the natural, geographical, historical, religious and cultural aspects.Highlighting that Badimalika Municipality had immense possibilities of tourism, municipality Mayor Padma Baduwal said they had developed a masterplan to explore the potential for economic development and prosperity of the municipality.According to him, the masterplan has given special priority to change-oriented plans and programmes capable of improving the living standard of the municipality denizens  means of tourism.The masterplan was formulated through collaboration between the municipality and GIZ, the German agency for international development. It also incorporates the long-term tourism development plan.Badimalika Municipality is the first local level among the nine local levels in the district to formulate a tourism masterplan.Deputy Mayor Kabita Bista said the plan had been prepared with the details of religious and tourism sites, areas of cultural and historical importance and pocket areas growing local indigenous crops in all the nine wards of the municipality.The masterplan has given special place to religious tourism destinations like Badimalika, Kalajagra, Trivenipatan, Dunalek Porakhe area, and Bire waterfall.It includes chapters related to religious beliefs, heritage sites, professions of local people, hotel business in the municipality and nature of trade, among others.According to the municipality, the draft of the masterplan has been prepared following a month-long study, field observation and extensive consultations with locals. It has adopted the policy of preserving and promoting the local indigenous culture, language and costumes linking them with tourism and production. A municipality-level tourism development board has also been proposed in the masterplan.",0
382,"Lives in Kailali-Kanchanpur hit hard  cold wave, sun out of sight for over 2 weeks", Prakash Singh,"Foggy weather and cold wave that have stretched for over weeks have adversely affected lives in Kailali and Kanchanpur.Extreme cold has affected daily routines of the residents in these districts. The weather situation has reduced movement of people in the streets as well.The temperature has remained in between 8 degree Celsius to 15 degree Celsius in the region.The impact is more visible in areas inhabited  mukta kamaiya (freed bonded labourers) and refugees.People who feed themselves on daily wages including labourers, rickshaw and auto-rickshaw drivers are suffering as such weather conditions make it impossible for people to carry out their everyday tasks, shared Rishni Chaudhari, a resident of the refugee camp in Dhangadhi Sub-metropolis.Meanwhile, common cold and pneumonia among children and senior citizens have been observed in high numbers lately, with no sun in sight since January 4.According to Dr Hemraj Pandey of Seti Hospital, the flow of incoming patients with complaints of common cold, asthma has increased lately. He suggested that people, especially children and elders should remain at home and not venture outside unless absolutely necessary, and to increase intake of fluids.The Chief of Dhangadhi Sub-metropolis said that the office had distributed warm clothes for senior citizens in the previous month.On other hand, cold wave has also adversely affected vegetable farming, especially spoiling tomatoes without spare.",0
383,Sudurpashchim has 'zero stock' of Covid-19 vaccines as booster campaign unrolls, Prakash Singh,"Nepal government had recently announced the launch of Covid-19 booster jab campaign beginning Sunday, in an attempt to curb the supposed third-wave of the pandemic that has led to a surge in reported infections across the country.However, Sudurpashchim Province is grappling with 'zero stock' of vaccines amid the booster campaign that has raised a question regarding the federal government's haphazard announcement.A limited stock of vaccines has already been provided to the people while the province has not received additional doses of the same.The provincial government has already officially requested for the supply of the vaccines against Covid-19, but according to the official at Health Logistic Management Centre they are yet to receive them.Physician at Seti Hospital, Dr Sher Bahadur Kamar shared that this delay, if not addressed in time, can lead to a massive spike in infection rate at the province which has been witnessing an influx of returnees from India in recent times.It has been learnt that a huge proportion of the returnees have tested positive for Covid-19, leading to a scare of community level transmission in the districts here.Meanwhile, Spokesperson of Ministry of Social Development, Narendra Singh Karki shared that the ministry has begun preparations to begin inoculation at the earliest possible.",0
384,India returnees pose risk of COVID-19 infection, Prakash Singh,"The risk of COVID-19 spread at the community level has increased after Nepali migrant workers in India started returning to their homes from different border points of Sudurpaschim Province.The risk of virus spread has increased after people started visiting their houses directly without undergoing antigen test for COV- ID-19 in the border areas.Cases of the COVID variant Omnicron have spiked in the border areas of late. Nepali workers in India have started returning to the country from different states of India.The government has started conducting antigen test at Gauriphanta, Gaddachauki, Jhulaghat, among other places of the province.Hundreds of Indian returnees, however, did not undergo test for COVID-19 even though antigen testing was managed in the border areas. These India returnees have helped fuel the outbreak of the first and second wave of coronavirus in the community level. The new variant has also spread in the community level due to the same reason.The number of patients has increased in Sudurpaschim Province.As many as 722 have tested positive for the virus in the province.",0
385,Gradual increase in Covid-19 active caseload in Sudurpashchim province, Prakash Singh,"With the increase in number of people coming in from India, cases of Covid-19 have also begun increasing in Sudur Pashchim Province.On Wednesday, the Province recorded 55 new cases through PCR test while 46 were confirmed via antigen test. A day ago, on Tuesday, the Province had recorded 40 cases. Altogether, there are 162 active Covid-19 cases in Sudur Pashchim at present.The highest number is in Kailali which has 92 active cases, Kachanpur has 53, Baitadi 12, Darchula 2, and one each in Bajhang, Bajura and Dadeldhura.long with rise in cases, the 'Omicron-scare' has also become widespread in Sudur Pashchim, it has been learnt.The active caseload two weeks ago was below one hundred.With the rise of Covid-19 cases in India, Nepalis working in India have started to come back home.",0
386,Sudurpaschim ministry facing shortage of staffers, Prakash Singh,"Work under Physical Infrastructure Development Ministry in Sudurpaschim has been affected due to lack of staffers.There is shortage of technical staff at the ministry, which is responsible for spending over half of the province's budget, and at its subordinate offices.The ministry has positions for dozens of engineers, including senior divisional engineers, and sub-engineers. But most of the positions are lying vacant, which has made it difficult to effectively execute the ministry's plans. As a result,  mid-December only 4.25 per cent of development budget allocated for the ministry has been spent.Compared to this percentage, the ministry had spent 31.86 per cent of its development budget as showed  its half-yearly progress report.""The dismal expense of the development budget in the province has to do with lack of technical staff for supervision, valuation and execution of plans at the ministry,"" said Provincial Assembly member Liladhar Bhatta of Sudurpaschim, accusing the government of ignoring staff management.Physical Infrastructure Development Ministry in the province has 11.4388 billion rupees budget for capital expenditure, and has posts for 55 staffers. But some 42 positions, including that of under-secretaries are vacant, with just 13 employees at work at the ministry now.There are positions for a total of 452 employees at the ministry and its subordinate province and district-level offices. Of them, 161 posts are vacant.",0
387,"Rain, snowfall in high hills halt movement along Martadi-Kolti road section", Prakash Singh,"This year's first winter rain and snowfall started on Tuesday in hilly regions of far-west and the weather conditions have consistently been the same ever since.The heavy snowfall has caused temperatures to drop in Sudur Pashchim and Karnali Provinces and affected lives to great extent.While this thick snow has brought some excitement for the farmers, businessmen and traders are worried due to obstruction of road networks.The snowfall which was expected in November came along with rainfall in late December this year. Farmers were happy to see rain and snow, albeit a little later than anticipated, which saved their crops from drying out.Meanwhile, vehicles were obstructed at Porakhe Lek in Martadi-Kolti road section, which disabled tradesmen from carrying their daily consumption goods to the headquarter.Furthermore, the weather has led to suspension of flights to these mountainous and high hilly areas from Nepalgunj and Dhangadi. At least 30 flights are carried out from Nepalgunj per day on a regular basis.",0
388,Reconstruction of Achham Durbar still incomplete after 13 years, Prakash Singh,"Reconstruction of 'Achham Durbar' which began in 2008 AD (2065 BS), is yet to see completion after 13 years of commencement.The Durbar was destroyed in February 16, 2002, during Maoist armed struggle. The reconstruction work has resumed and stopped many times since then. Locals who have sentimental attachment with the place in relation to their ancestral history are frustrated  the repeated delays and are ready to step-up against such hold-ups.",0
389,Bajura hospital launches PCR test service, Prakash Singh,"District Hospital Bajura has started to conduct PCR tests for the first time, after two years since the onset of COVID-19 pandemic.Dr Prakash Raj Joshi shared that the initiative to operate a PCR lab in the district itself has finally succeeded.Prior to this, all tests had to be done in Dhangadhi, Doti or other neighbouring districts, Dr Joshi said.The lab conducted its first tests on 77 samples of which six came out positive. The hospital, in a bid to reconfirm the results, sent the swabs to Kathmandu, which was followed  an assurance that the tests were carried out properly and the reports were valid.",0
390,Contractor's negligence adds to woes of Bajura locals, Prakash Singh,"With contractors neglecting the Martadi-Kolti road section in Bajura, people have had to suffer unnecessarily.It's was a long time ago that the national and provincial governments selected contractors and entrusted them with the task of blacktopping different sections of the 40- km road. Infrastructure Development Office, Achham had divided the road into three sections - 9 km from Martadi to Chuthi, 5 km from Chuthi to Dhamkane and 26 km from Chuthi to Koltichaur - and awarded these sections to different contractors for blacktopping.Though work is under way in two sections, it hasn't started along the Chuthi-Dhamkane road section yet due to negligence on the part of the contractor.Travellers are paying the price due to the poor condition of the road. As the road is otherwise impassable, vehicles such as tractors and jeeps need human assistance to pass through the entire stretch.""We had informed the authorities concerned about the condition of the road, but to no avail. Nobody pays heed,"" said local Shankar Rokaya.According to Ward 7 Chairman of Badimalika Municipality Dharmaraj Padhyaya, Baniyan Ishwosher JV Company was entrusted with the construction of the Chuthi-Dhamkane stretch.""The road was supposed to be blacktopped. There are some points through which vehicles can't pass on their own and have to be pushed  people,"" Padhyaya said.",0
391,42 pc vaccinated in Sudur Pashchim Province, Prakash Singh,"About 42 per cent of the targeted population in nine districts of Sudur Pashchim Province have received their double dose of Covid-19 vaccines.Pharmacy Supervisor of Province Health Logistic Management Centre, Jayandra Bogati shared that 55 per cent of population above 18 years have received their first jab while 42 per cent have been fully jabbed till date.At present, seven of the nine districts are preparing to administer Moderna Covid-19 vaccine while two other are set to administer Pfizer Covid-19 vaccine.The Ministry of Health and Population has provided the seven hilly districts with 211,000 doses of Moderna vaccine, which has been divided as: 63,346 doses for Kanchanpur; 34,328 for Achham; 31,639 for Baitadi; 25,275 for Doti; 24,020 for Bajhang; 16,843 for Bajura; 15,579 for Darchula; Bogati shared.Meanwhile, the federal government will be providing the Pfizer vaccine to Kailali and Dadeldhura districts, it has been learnt. These two districts are preparing to start the vaccination campaign in late December.",0
392,Three Bajura siblings left in lurch after parents' death, Prakash Singh,"Three siblings have been left in the lurch after the death of their parents, in Tithi Chaur of Himali Rural Municipality-4 in Bajura district.Dolma Thapa (16), the eldest, has been caring for her younger brother Dorjo Thapa (13) and sister Samjhana Thapa (10) since their mother passes away two years ago. Their father had passed away nine years ago.Both of them had died due to the lack of financial resources for treatment.The siblings originally of Nuri in Budhinanda Municipality-3 in the district had migrated to Thithi Chaur in search of opportunities that would facilitate them to bring food to the table.",0
393,Sudur Paschim Province steps up preparedness against Omicron variant, Prakash Singh,"In the wake of finding of new Omicron variant of coronavirus, the Sudur Paschim provincial government has intensified preparedness to stem the infection.A meeting of the directive committee of the province today morning instructed people to stay alert and hospitals and health institutions to be ready to contain the virus.Health institutions should ready and manage workforce, ventilators, intensive care units and oxygen, directed the meeting chaired  Chief Minister of the Province Trilochan Bhatta.""Those entering Nepal from India have got health tests at the border. Preparations are underway to keep suspected people in quarantine,"" COVID-19 contact person at the Health Directorate, Hemraj Joshi said.Meanwhile, existing samples have been collected and sent to Kathmandu to find about the new variant, he said.",0
394,Identification card mandatory to cross border to India from Darchula, Prakash Singh,"A meeting of Nepal-India Coordination Committee held in Pithoragarh, India has agreed to allow movement across border based on identification cards only.According to Chief District Officer Siddharaj Joshi, this system has been brought to effect considering the fact that movement across the border has always been unchecked and various sorts of activities can go unchecked owing to which. Hence, entering country and crossing over to the other side with proper identification has been made necessary.Any identity card that proves the identity of the concerned individual is sufficient to cross border, and if needed be the process can be made easy with understanding in case any issue arises, he said.Local administration will also help simplify the problem in case a long-distance traveller is not carrying any identity cards, Joshi informed.Indian security personnel have also put up a sign board across the suspension bridge in Khalanga in Darchula stating that an identification paper is necessary to cross the border.Identification has been made mandatory for all the travellers, labourers who go to and from the border to buy items, or for other reasons, on a daily basis.Rabindra Bahadur Bam, a local businessman, shares that Indian SSB personnel check the identity card (citizenship card) for all people travelling to Indian market in Darchula, in a long line over the suspension bridge, every day.He complains that this is rather cumbersome and takes a lot of time.",0
395,51 kids get free bags, Prakash Singh,"Nepal Rising, a non-government organisation, has provided free bags to schoolchildren from impoverished communities at Dhudhir Preliminary School of Bajura's Budhiganga Municipality.According to school Principal Bikram Bahadur Singh, 51 children from Grade II to IV received free convertible bags. ""These bags can be used not only to keep and carry books and copies, but can also be converted into small study tables,"" said principal Singh. The bag-distribution happened under the coordination of Badimalika Media House.Speaking on the bag-distribution function, Nepal Raising vice-chairperson Rajesh Shrestha said the convertible bag was a new design in Nepal, developed  Educase global KTM.Teacher Man Bahadur Rawat said the convertible bag would be a great help to carry out teaching-learning activities smoothly ""We've had shortage of physical infrastructure, such as benches and tables, the convertible bags are definitely going to be a great help,"" he said.",0
396,"Enumerators headed to Chhangaru, Tinkar in farthest Darchula to collect census", Prakash Singh,"Chhangaru and Tinkar of as Rural Municipality-1 in Darchula district are to be censused in the National Population Census of 2021.A team including two enumerators and two porters left for Chhangaru and Tinkar on Thursday.The enumerators must trek up to Chhangaru, which is 3200 meters above sea level, and Tinkar, which is 3600 meters above.It might take up to four days, according to Assistant Census Official Khagendra Karki.Although, the route via Indian territory is substantially shorter, Indian officials have refused to grant entry to Indian territory to reach Chhangaru through Chhiyalek-Gabryang and Mahakali Bridge (Sita Bridge), claiming that the pathways have been blocked.The District Administration Office, Darchula requested for a permission from Indian official on November 11.Assistant Chief District Officer Jyotsana Bhatta Joshi wrote letters requesting for the same on Tuesday and then again on Wednesday, but the Indian side rejected each time. In the earlier years too the Indian administration had prohibited any individual or enumerator from visiting Chhangaru and Tinkar for census purposes via Indian soil. As a result, the enumerators have taken the long way through Nepali land which would take four days to reach Chhangaru and Tinkar.",0
397,Surging cold affects education in hilly region of Bajura, Prakash Singh,"Teachers in Bajura have resorted to teaching students out in open grounds, around wood-fire, as cold temperature has affected normal routine here.Ward Chair Dharmarah Padhyaya of Badimalika Municipality-9 shared that teachers of Saraswati Primary School have started doing so to evade harsh weather.The school has as many as 160 students, of which at least 150 students come from impoverished families, making it hard for them to deal with the harsh cold weather.The current weather leads to health issues such as common cold and other related ailments, which in turn acts as a hinderance in operations of regular classes for students.Snowfall starts as early as late November in Bajura and affects lives to a greater extent every year.Many people have also migrated to lower regions to remain safe in winter.Padhyaya shared that though the ward is constructing a toilet for students, it is difficult to maintain sources to upgrade the school building to protect the children against cold.Meanwhile, Chair of School Management Committee, Ram Bahadur Dhami sees a need to provide winter caps and socks to keep the children warm.He added that around a hundred schools among a total of 271 in Bajura are located inside the hilly region which is affected  harsh winter. The education in these schools are greatly affected  the prevalent circumstances.",0
398,Delay in compensation for damage from unseasonal rain worries farmers in Baitadi, Prakash Singh,"The unseasonal torrential rain from October 17-20 this year incurred huge loss of lives and properties in Baitadi district. Four people died and properties worth millions of rupees were damaged.Delay in compensation distribution has further worried farmers who lost their crops in the disaster. Complete details of damages are yet to be collected for the compensation distribution process to move forward.Data from as many as six of the 10 local levels in the district have been collected so far. Details were yet to be collected from Dilashaili Rural Municipality, Pancheshwor Rural Municipality, Melauli Municipality and Purchaudi Municipality.Meanwhile, Chief District Officer (CDO) of Baitadi district, Rajendra Dev Pandey who left the district a month ago is yet to reassume his position. The administration is currently being run  the officiating CDO Khagendra Bharati.The details collected so far showed that 30 houses were completely damaged while 45 suffered partial damages.Likewise, three suspension bridges, two schools, 24 irrigation projects and 15 roads have been damaged.The cash crops ready to be harvested were also damaged in the rain.The government had already announced to provide compensation to the farmers whose crops were damaged  the unseasonal rain.Peasants now seem to be more worried about possibility of famine than the delayed compensation for their damaged crops.",0
399,"Sudur Pashchim Flood and Landslide Update: 18 dead, 27 missing, 7 injured", Rajan Pokhrel,"As many as 18 people have lost their lives while 27 are still missing, and seven have been injured due to floods and landslides caused  incessant rainfall since Sunday in Sudur Pashchim Province.Among the deceased, 12 people were from Doti, four caualties were reported in Baitadi and two in Dadeldhura.Of the 27 missing persons, 23 are from Bajhang (including 18 from the same family) and four from Kailali district.According to the Police records, four people of the same family -- Sher Bahadur BK (42), Mohan BK, Pabitra BK and Rabin BK (16) of Syagadha, Jorayal Rural Municipality-4, Doti, have lost their lives.Similarly, Jogi Sarki and his wife Jhupari Sarki were killed as the landslide buried their house in Nawalpur of the same ward.Other causalities in Doti include a 36 year old woman of Shikhar Municipality-11, Sagar Kunjeda (14) and Aashish Kunjeda (11) of Saayal Rural Municipality-6, Hiruwa BK (55) from Saayal RM-5, Bire Rokaya (74) from Saayal RM-4, and Chandra Nepali from Bogtan Phudsil RM-5.In Baitadi, a landslide that swept away a house killed three including, Pabitra Parki (18), Bhanu Parki (24) and Som Parki (3) from Basedi, Shivanath RM-6.Another causality from the district includes Parudevi Mahara (71).Similarly, in Dadeldhura, landslide buried a house killing 32 year old Bishnu Awasthi in Ganyapdhura RM-1. Meanwhile, another woman of about 65 year of age, Narmadevi Shahi, from Ganyapdhura RM-3 was swept away in flooded river.",0
400,Rawal becomes Congress Bajura president, Rastriya Samachar Samiti,"The Nepali Congress faction led  Krishna Prasad Sitaula and Ramchandra Paudel has won various posts in Bajura District Committee, including the president.Kabiraj Pandit had won the president post from Sher Bahadur Deuba side in the last district convention of the Nepali Congress.This time, candidate loyal to Deuba, Kabiraj was defeated  Ram Singh Rawal loyal to Poudel side.Rawal beat his rival Pandit with 39 votes.Out of 1,182 votes cast, Rawal garnered 605 votes while Pandit received 566 votes.In the first phase of the votes, Kabiraj Pandit, Ram Singh Rawal and Chakra Shah had thrown their hats in the ring. The second round of the election was held after none of the candidates garnered 51 per cent votes in the first phase of the polls.Narayan Padhyay and Padam Baduwal, who were elected vice-presidents, are from Sitaual and Poudel side.Similarly, both secretaries Tilakraj Puri and Bharat Bahadur Rokaya are from Poudel side.",0
401,Province PSCA to be amended third time, Rastriya Samachar Samiti,"Sudurpaschim Province's Public Service Commission Act is all set to be amended for the third time. The amendment is being mulled owing to some legal complexities that have come up after the commission at the province was set up and came into operation.""Three years after the provincial government came into being, this government is not able to appoint its own employees.As there were legal hurdles for the province's Public Service Commission to work, an amendment was imperative,"" said Physical Infrastructure Minister Dirgha Bahadur Sodari.The provincial government had formed Province Public Service Commission Act two years back. Prior to this, the act has been amended twice.Province Assembly member Devaki Malla hoped the proposed amendment of the PSCA would help the commission to work.""The amendment must be made soon, which will allow the government here to appoint its own employees. As of now, the provincial government apparently can't appoint its own employees nor can it appoint employees on contract,"" Malla said.",0
402,Sanphe-Martadi road comes into operation, Rastriya Samachar Samiti,"Transportation service has come into operation after four months along the Sanphe-Martadi road section at Balde of Bajura. The road section was obstructed due to landslides in the beginning of June.Chief District Officer Gopal Kumar Adhikari said the long obstructed road section from Balde to Dawari has come into operation after clearing the landslide debris. He said that the road was repaired a week ago and brought into operation from Tuesday evening. He said that the landslides damaged around five kilometres road along the road section. CDO Adhikari said that it was very difficult to bring the road section into operation despite many attempts due to continuous mud slips. He added that the obstructed road was brought into operation from both sides with the end of the monsoon. ""Excavators were used to clear the road,"" he added.The locals can now reach Martadi easily with the operation of the road. CDO Adhikari said that the mudslip is still falling in some places. According to the administration, direction was given to the road division to keep the equipment on stand as an unfortunate incident might happen at any time.Adhikari said it has become easy to supply the materials for the festivals as the festive season is around the corner. The road section in rural areas will also come into operation soon.",0
